Key Margins % of Sales,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,50.61,47.02,43.61,49.15,47.91,48.33,49.39,48.79,49.42,45.85,45.92
Gross Margin,49.39,52.98,56.39,50.85,52.09,51.67,50.61,51.21,50.58,54.15,54.08
SG&A,,,,,,,,,,,
R&D,4.54,6.47,8.4,11.7,,,,,,,
Other,23.98,24.66,27.69,21.72,32.84,36.47,47.34,38.21,34.82,36.78,36.39
Operating Margin,21.12,21.93,21.14,17.94,19.25,15.2,3.27,13.01,15.76,17.38,17.69
Net Int Inc & Other,1.91,1.46,0.63,0.44,0.38,0.44,0.56,0.45,0.25,0.3,0.35
EBT Margin,23.03,23.39,21.77,18.39,19.63,15.64,3.83,13.46,16.01,17.67,18.03
