Key Efficiency Ratios,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Days Sales Outstanding,62.8,65.84,71.74,68.49,65.39,62.72,61.8,64.33,62.05,65.07,67.99
Days Inventory,,,,,,,,,,,
Payables Period,9.69,8.84,9.34,8.94,7.61,7.72,7.7,7.7,7.63,7.66,7.36
Cash Conversion Cycle,,,,,,,,,,,
Receivables Turnover,5.81,5.54,5.09,5.33,5.58,5.82,5.91,5.67,5.88,5.61,5.37
Inventory Turnover,,,,,,,,,,,
Fixed Assets Turnover,7.41,6.94,7.0,8.73,9.22,8.5,8.62,8.82,9.86,10.45,11.0
Asset Turnover,1.35,1.33,1.15,1.16,1.21,1.22,1.2,1.03,1.0,0.99,1.02
