Key Revenue %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,21.05,29.18,-40.4,22.0,47.22,8.81,14.03,8.06,-29.34,-14.38,50.31
3-Year Average,21.36,19.52,-2.32,-2.07,2.29,25.03,22.24,10.27,-4.51,-13.21,
5-Year Average,25.22,26.19,6.59,4.42,10.85,8.51,5.84,19.22,6.88,-4.1,
10-Year Average,37.04,34.43,18.85,14.96,19.23,16.57,15.57,12.73,5.64,3.11,
