Key Net Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,9.24,9.34,8.73,-22.53,-9.84,13.87,5.85,11.59,19.96,6.03,
3-Year Average,12.86,10.79,9.1,-2.7,-8.76,-7.35,2.81,10.38,12.32,12.38,
5-Year Average,10.21,14.45,11.32,2.76,-1.93,-1.11,-1.75,-1.24,7.78,11.33,
10-Year Average,8.92,8.43,7.87,3.27,2.16,4.39,6.04,4.85,5.24,4.49,
