Key EPS %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,,,,-70.13,,-51.99,12.78,35.33,16.26,16.1,9.33
3-Year Average,,,,,,19.98,86.83,-9.84,21.07,22.24,
5-Year Average,,,-30.12,-43.23,,,,21.4,59.31,-0.22,
10-Year Average,,,-0.91,-14.59,6.8,-4.23,-6.95,-7.89,-4.9,,
