Key Cash Flow Ratios,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Operating Cash Flow Growth % YOY,,,,,,,620.0,,,,
Free Cash Flow Growth % YOY,,,,,,,,,,,
Cap Ex as a % of Sales,5.04,12.37,2.94,3.33,3.84,3.96,2.76,2.19,2.38,4.54,7.28
Free Cash Flow/Sales %,1.41,-2.73,-3.18,-3.49,-0.51,1.44,3.25,6.5,5.43,1.25,-1.3
Free Cash Flow/Net Income,2.0,-13.66,0.28,-16.11,-1.33,6.17,-0.91,3.25,4.79,0.3,-0.25
