Key EPS %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,4.5,-8.62,-2.83,-1.94,3.96,-18.1,23.26,-1.89,4.81,3.67,18.52
3-Year Average,0.29,-1.82,-2.46,-4.51,-0.32,-5.84,1.62,-0.32,8.22,2.15,
5-Year Average,2.71,-0.28,-2.18,-2.05,-1.11,-5.81,,0.19,1.54,1.48,
10-Year Average,4.6,3.18,3.02,1.8,0.59,-1.64,-0.14,-1.0,-0.27,0.18,
