Key EPS %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,8.33,23.08,9.38,-20.0,28.57,-24.17,-63.0,125.74,66.23,2.9,
3-Year Average,105.41,25.99,13.4,2.5,4.0,-7.95,-28.82,-14.12,11.56,56.88,
5-Year Average,34.08,44.96,63.45,11.84,8.45,0.98,-20.6,-8.21,6.24,1.61,
10-Year Average,12.51,,33.14,8.84,21.82,16.36,7.28,22.48,9.01,4.97,
