Key EPS %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,-7.28,11.18,-29.89,48.06,,,,75.9,-36.61,28.06,12.6
3-Year Average,6.12,2.37,-10.26,4.89,,,-10.05,,,12.61,
5-Year Average,0.18,8.04,-1.41,2.18,,,-5.45,13.64,-4.09,,
10-Year Average,6.7,7.18,3.72,,,,1.07,5.85,-1.01,1.07,
