Key EPS %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,-28.45,,,113.65,-76.68,-51.11,448.48,2.21,41.08,77.01,118.37
3-Year Average,18.22,,-17.64,18.61,,-37.55,-14.49,39.94,99.24,36.66,
5-Year Average,,,5.23,19.87,-22.57,-28.25,,6.43,-2.05,46.92,
10-Year Average,,,5.88,30.97,,,19.89,5.83,8.35,6.66,
