Key Margins % of Sales,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,79.35,75.72,74.72,70.6,69.39,68.51,64.92,66.79,68.56,70.39,69.23
Gross Margin,20.65,24.28,25.28,29.4,30.61,31.49,35.08,33.21,31.44,29.61,30.77
SG&A,4.95,5.88,6.01,7.4,16.68,20.36,,22.14,29.72,36.64,
R&D,,0.19,0.18,0.23,,,,,,,
Other,8.45,8.39,10.37,8.83,3.7,6.66,23.92,-0.34,-0.11,-0.1,30.46
Operating Margin,7.24,7.83,8.71,12.94,10.23,5.14,13.13,11.41,1.84,-6.93,0.31
Net Int Inc & Other,1.07,-5.2,-2.4,-2.44,-1.8,-4.54,-3.31,-7.55,-13.6,-0.87,-0.97
EBT Margin,8.32,2.62,6.31,10.5,8.42,0.6,9.82,3.85,-11.76,-7.79,-0.66
