Key Net Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,1019.22,83.69,-46.6,-4.49,340.78,20.11,-20.78,-5.07,-49.66,,
3-Year Average,76.54,,122.26,-2.15,31.0,71.64,61.27,-3.33,-27.66,,
5-Year Average,,,40.1,,115.26,37.75,16.43,30.62,14.92,,
10-Year Average,,,,,,,,35.28,,,
