Key Revenue %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,44.11,27.76,8.39,3.15,2.79,-0.12,-7.78,-16.94,-4.25,-0.46,
3-Year Average,22.82,29.13,25.9,12.62,4.75,1.93,-1.8,-8.54,-9.82,-7.49,
5-Year Average,15.84,21.18,20.74,19.21,16.17,7.96,1.15,-4.1,-5.52,-6.12,
10-Year Average,4.56,8.45,13.01,14.71,13.26,11.83,10.71,7.61,6.13,4.43,
