Key EPS %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,27.65,-18.98,27.39,13.73,7.74,14.59,9.59,24.58,16.76,16.2,-21.92
3-Year Average,18.63,4.7,9.62,5.49,16.0,11.98,10.6,16.09,16.82,19.12,
5-Year Average,33.41,11.54,11.5,10.71,10.05,7.7,14.41,13.9,14.5,16.25,
10-Year Average,18.67,14.46,14.07,15.05,14.51,19.87,12.97,12.69,12.59,13.11,
