Key Cash Flow Ratios,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Operating Cash Flow Growth % YOY,,657.0,,-1.0,-468.0,,602.0,,396.0,,
Free Cash Flow Growth % YOY,,,,,,,,,,,
Cap Ex as a % of Sales,14.38,45.68,21.23,26.99,44.64,43.17,59.21,53.95,58.71,72.39,115.38
Free Cash Flow/Sales %,29.96,-1.79,27.17,20.4,-0.24,5.79,-9.87,-3.5,-10.35,-20.08,-59.8
Free Cash Flow/Net Income,0.74,-0.07,1.47,0.9,-0.01,0.23,-0.39,-0.15,-0.37,-0.64,-1.68
