Key EPS %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,14.71,12.39,-8.75,5.0,11.9,2.48,8.65,-2.87,6.56,18.46,11.11
3-Year Average,9.34,-0.63,5.57,2.5,2.35,6.39,7.61,2.65,3.99,7.03,
5-Year Average,6.85,11.01,6.04,-1.22,6.69,4.31,3.61,4.91,5.22,6.42,
10-Year Average,8.98,9.11,6.24,5.76,4.89,5.57,7.25,5.47,1.95,6.56,
