Key Operating Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,89.5,-35.97,-18.71,40.01,-13.97,8.63,2.73,1.82,6.14,-6.93,42.37
3-Year Average,22.98,51.11,-0.46,-10.01,-0.7,9.37,-1.35,4.35,3.55,0.19,
5-Year Average,20.98,4.35,-0.65,31.47,3.51,-7.4,1.79,6.48,0.74,2.34,
10-Year Average,19.5,5.6,0.54,3.85,2.6,5.84,3.06,2.85,15.08,2.92,
