Key Operating Income %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,37.82,-22.17,19.62,-22.15,8.58,-8.93,-36.87,-0.73,41.34,-78.67,
3-Year Average,,30.81,8.66,-10.17,0.37,-8.35,-14.54,-17.05,-3.97,-33.11,
5-Year Average,,,,15.82,1.64,-6.45,-10.28,-13.57,-2.62,-29.67,
10-Year Average,,,,,,,,,6.2,-15.45,
