Key Cash Flow Ratios,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Operating Cash Flow Growth % YOY,,,,,-57.44,108.57,18.37,8.65,10.18,80.79,
Free Cash Flow Growth % YOY,,,,,-71.38,210.02,15.38,14.45,13.81,75.18,
Cap Ex as a % of Sales,,,,2.04,1.75,1.47,1.81,1.51,1.37,2.38,3.72
Free Cash Flow/Sales %,,,,7.59,1.97,5.43,5.98,6.39,6.93,10.12,8.75
Free Cash Flow/Net Income,,,,1.86,0.35,1.49,1.35,0.98,1.03,6.05,15.11
