Key Net Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,,41.83,-77.14,428.55,-31.25,-56.13,135.82,,,-6.47,
3-Year Average,38.52,13.07,,19.67,-5.99,16.82,-10.74,,50.34,10.46,
5-Year Average,,67.17,-2.93,11.8,,-12.37,-2.98,,0.49,6.87,
10-Year Average,,,,15.38,,,27.35,,5.99,,
