Key Margins % of Sales,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,75.66,75.19,74.6,74.66,75.02,75.17,75.18,75.17,74.87,74.35,74.44
Gross Margin,24.34,24.81,25.4,25.34,24.98,24.83,24.82,24.83,25.13,25.65,25.56
SG&A,18.54,19.17,19.52,19.29,19.04,18.91,19.18,19.24,20.13,20.96,21.08
R&D,,,,,,,,,,,
Other,,,,,,,,,,,
Operating Margin,5.8,5.64,5.88,6.05,5.93,5.92,5.64,5.59,5.0,4.69,4.48
Net Int Inc & Other,-0.47,-0.47,-0.46,-0.48,-0.48,-0.44,-0.47,-0.48,-0.51,-0.47,-0.88
EBT Margin,5.33,5.17,5.42,5.58,5.45,5.48,5.18,5.11,4.49,4.22,3.6
