Key Revenue %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,-41.17,-44.97,20.3,-17.35,19.72,43.76,28.21,34.88,12.32,15.9,11.17
3-Year Average,-21.74,-37.6,-26.97,-18.21,5.98,12.47,30.19,35.47,24.77,20.64,
5-Year Average,-5.3,-19.53,-20.51,-24.73,-17.36,-1.19,17.02,19.72,27.3,26.48,
10-Year Average,11.81,1.49,1.88,-2.01,-4.27,-3.27,-2.96,-2.44,-2.11,2.24,
