Key Cash Flow Ratios,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Operating Cash Flow Growth % YOY,2011.41,-42.29,212.14,16.31,-30.81,41.28,-6.02,2.22,-7.74,80.79,
Free Cash Flow Growth % YOY,5796.82,-47.88,234.53,14.81,-31.2,44.55,-6.45,-0.42,-8.78,86.77,
Cap Ex as a % of Sales,1.01,1.52,1.61,2.18,1.51,1.5,1.61,2.43,2.38,2.06,1.76
Free Cash Flow/Sales %,18.77,11.0,26.03,28.76,18.51,26.19,25.97,26.88,23.18,30.55,25.63
Free Cash Flow/Net Income,1.58,-3.11,9.86,3.06,0.81,1.11,1.18,1.42,1.21,2.09,1.61
