Key Revenue %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,,,-0.87,7.02,12.46,10.87,1.66,11.73,22.15,17.47,-2.29
3-Year Average,,45.58,45.13,,6.06,10.1,8.23,7.99,11.53,17.04,
5-Year Average,,27.48,25.55,29.09,31.68,,6.1,8.67,11.59,12.56,
10-Year Average,,23.53,19.92,19.66,20.2,18.4,17.05,17.4,20.63,22.41,
