Key Cash Flow Ratios,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Operating Cash Flow Growth % YOY,,,,,,80.56,-43.73,299.34,398.29,43.03,
Free Cash Flow Growth % YOY,,,,,,124.62,,,,,
Cap Ex as a % of Sales,,,,,1.99,0.69,6.2,26.69,12.65,37.38,27.67
Free Cash Flow/Sales %,,,,,5.73,8.29,-1.69,-12.88,11.46,-10.6,-1.28
Free Cash Flow/Net Income,,,,,-0.64,-2.3,1.78,-2.89,1.2,-0.88,-0.09
