Key Revenue %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,46.02,59.94,-19.41,-2.18,11.88,-5.55,-9.96,-5.65,-42.77,-67.47,
3-Year Average,21.61,38.33,23.47,8.03,-4.1,1.11,-1.64,-7.08,-21.37,-44.0,
5-Year Average,14.86,31.08,18.31,15.85,15.55,5.91,-5.59,-2.56,-12.47,-31.63,
10-Year Average,16.88,23.53,22.18,21.71,15.42,10.29,11.24,7.37,0.7,-11.12,
