Key Cash Flow Ratios,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Operating Cash Flow Growth % YOY,75.43,5.87,83.04,101.82,35.51,5.53,11.27,36.09,-19.0,-3.38,
Free Cash Flow Growth % YOY,87.27,6.54,84.15,82.57,37.83,7.57,11.91,39.84,-25.08,-2.82,
Cap Ex as a % of Sales,3.2,2.83,3.25,6.88,6.01,5.31,5.37,4.92,6.28,5.58,5.58
Free Cash Flow/Sales %,22.4,20.85,25.26,27.79,26.49,26.09,27.3,29.86,24.24,22.16,22.16
Free Cash Flow/Net Income,1.37,1.09,1.18,1.16,0.99,1.2,1.26,1.31,1.14,1.05,1.05
