Key Net Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,18.62,15.64,-21.81,30.4,20.26,0.89,-22.95,2.43,10.36,-28.97,
3-Year Average,,13.42,2.36,5.64,7.03,16.52,-2.22,-7.31,-4.5,-7.05,
5-Year Average,,,,8.27,10.96,7.42,-0.95,4.54,1.11,-9.0,
10-Year Average,,,,,,,,,4.63,0.49,
