Key Cash Flow Ratios,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Operating Cash Flow Growth % YOY,,-32.54,,,,,,,,,
Free Cash Flow Growth % YOY,,,,,,,,,,,
Cap Ex as a % of Sales,5.79,18.91,37.54,26.13,113.9,27.4,36.93,69.79,442.28,91.22,47.42
Free Cash Flow/Sales %,12.23,-3.91,-53.2,-31.78,-119.58,-36.82,-16.81,-73.55,-444.92,-59.66,-38.9
Free Cash Flow/Net Income,2.47,-0.24,-6.17,-27.32,-8.71,-4.03,-1.24,-4.75,-44.86,0.94,-0.64
