Key EPS %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,,,380.0,170.83,-80.0,-38.46,,,,,-50.0
3-Year Average,,,,,37.51,-30.66,,-18.64,,,
5-Year Average,,-18.61,27.94,,,,,-21.84,,,
10-Year Average,,,,,,10.31,,,,,
