Key Cash Flow Ratios,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Operating Cash Flow Growth % YOY,,,,,-306.0,,,,-236.0,,
Free Cash Flow Growth % YOY,209.0,,,,,,,,-233.0,,
Cap Ex as a % of Sales,2.87,3.07,2.12,3.22,3.46,3.78,3.45,3.13,2.87,3.09,3.16
Free Cash Flow/Sales %,4.55,3.01,9.08,5.78,4.8,7.99,5.99,7.21,6.62,7.77,6.79
Free Cash Flow/Net Income,1.08,0.65,1.52,0.95,0.74,1.08,0.77,0.95,0.9,1.12,0.97
