Key Cash Flow Ratios,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Operating Cash Flow Growth % YOY,,-545.0,,,-255.0,,918.0,,736.0,,
Free Cash Flow Growth % YOY,,,-881.0,,,,,,,,
Cap Ex as a % of Sales,420.99,18.79,10.94,34.93,48.59,53.7,57.7,92.73,184.01,24.13,27.47
Free Cash Flow/Sales %,-381.0,17.32,17.19,-5.32,-23.5,-26.28,-29.54,-60.46,-152.35,9.93,8.12
Free Cash Flow/Net Income,-5.87,0.48,2.92,-0.19,-0.45,-1.68,-2.99,-1.77,-8.92,0.74,1.05
