Key Revenue %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,,,,,,-17.53,-10.72,89.62,21.29,12.99,21.68
3-Year Average,,,,,,,,11.77,27.1,37.48,
5-Year Average,,,,,,,,,,13.86,
10-Year Average,,,,,,,,,,,
