Key Net Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,,3.83,-13.92,5.44,0.8,12.9,5.38,2.35,5.7,-8.26,
3-Year Average,,9.49,0.78,-1.96,-2.92,6.26,6.24,6.78,4.46,-0.25,
5-Year Average,,17.54,6.79,3.57,1.7,1.41,1.71,5.29,5.34,3.38,
10-Year Average,,28.82,12.72,49.96,17.97,,9.34,6.04,4.45,2.54,
