Key EPS %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,7.64,0.65,-32.69,48.57,35.26,22.75,10.81,10.1,15.82,4.1,-6.19
3-Year Average,21.0,6.82,-9.99,0.21,10.59,35.12,22.53,14.41,12.22,9.9,
5-Year Average,36.05,21.67,3.71,4.04,7.94,10.81,12.97,24.65,18.6,12.55,
10-Year Average,34.93,17.16,16.78,19.86,24.95,22.79,17.24,13.7,11.08,10.22,
