Key Cash Flow Ratios,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Operating Cash Flow Growth % YOY,,,,,,-603.0,847.0,,,-889.0,
Free Cash Flow Growth % YOY,,,,,,,,,,,
Cap Ex as a % of Sales,20.23,18.93,22.86,20.74,29.63,35.81,24.78,21.26,26.01,37.29,34.05
Free Cash Flow/Sales %,2.06,6.46,4.43,13.44,-1.77,-7.27,3.22,9.87,2.58,-9.64,-11.9
Free Cash Flow/Net Income,0.21,0.68,0.38,1.22,-0.15,-0.86,0.5,1.28,-1.89,1.85,1.53
