Key Operating Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,20.48,-5.24,-4.17,-7.33,-14.29,57.33,30.17,6.0,17.1,-2.12,17.41
3-Year Average,29.87,12.46,3.04,-5.59,-8.7,7.71,20.63,29.48,17.34,6.7,
5-Year Average,14.38,12.97,14.75,4.78,-2.77,2.56,9.28,11.51,16.85,20.0,
10-Year Average,8.57,6.05,5.27,1.14,32.67,8.31,11.11,13.12,10.65,8.02,
