Key Margins % of Sales,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue,,,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,,,,66.17,68.98,68.41,62.55,70.0,68.58,63.81,62.78
Gross Margin,,,,33.83,31.02,31.59,37.45,30.0,31.42,36.19,37.22
SG&A,,,,17.21,15.81,16.21,11.66,15.65,17.02,13.0,11.61
R&D,,,,,,,,,,,
Other,,,,-0.04,-0.01,0.77,0.59,,,,
Operating Margin,,,,16.66,15.22,14.61,25.2,14.36,14.39,23.19,25.61
Net Int Inc & Other,,,,0.21,0.26,-1.19,-2.75,-7.0,-8.87,-4.22,-4.71
EBT Margin,,,,16.87,15.48,13.43,22.45,7.35,5.52,18.96,20.9
