Key EPS %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,30.08,14.38,19.4,-1.37,14.62,4.25,-7.57,-0.84,-35.59,78.95,-12.82
3-Year Average,11.16,14.63,21.11,10.44,10.51,5.63,3.37,-1.51,-16.11,4.55,
5-Year Average,7.88,8.27,13.4,12.14,14.96,9.98,5.4,1.55,-6.74,1.95,
10-Year Average,10.92,10.86,11.51,9.75,10.08,8.93,6.82,7.31,2.26,8.26,
