Key Margins % of Sales,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,86.71,90.5,87.24,85.29,85.07,84.16,83.38,81.6,77.57,78.16,78.84
Gross Margin,13.29,9.5,12.76,14.71,14.93,15.84,16.62,18.4,22.43,21.84,21.16
SG&A,3.48,3.43,5.54,4.86,4.65,5.04,5.3,5.34,6.09,6.86,6.5
R&D,2.44,2.28,3.32,3.09,2.74,3.01,3.06,2.83,3.28,3.29,3.19
Other,1.32,2.2,2.83,0.95,0.83,0.84,0.81,0.75,0.86,1.13,1.29
Operating Margin,6.05,1.58,1.07,5.81,6.71,6.95,7.45,9.48,12.21,10.56,10.18
Net Int Inc & Other,1.85,0.64,-0.02,-0.59,-0.71,-4.02,4.47,-0.43,8.15,-1.4,-3.21
EBT Margin,7.9,2.23,1.05,5.22,6.0,2.93,11.92,9.05,20.36,9.16,6.98
