Key Operating Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,6.45,26.64,2.04,15.86,15.86,11.15,1.6,-2.44,15.24,16.78,13.51
3-Year Average,8.02,14.35,11.21,14.4,11.06,14.27,9.37,3.28,4.53,9.5,
5-Year Average,15.65,16.49,10.25,12.07,13.05,14.03,9.12,8.14,8.02,8.2,
10-Year Average,,19.48,14.16,14.37,15.37,14.84,12.74,9.19,10.03,10.6,
