Key EPS %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,995.0,84.93,-38.93,-28.03,311.61,30.07,-13.47,9.46,-45.35,,184.62
3-Year Average,74.8,,131.25,-6.68,21.85,56.77,66.71,7.2,-19.71,,
5-Year Average,,,43.25,,105.48,34.19,15.28,29.55,22.62,,
10-Year Average,,,,,,,,36.23,,,
