Key Cash Flow Ratios,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Operating Cash Flow Growth % YOY,50.42,-8.05,11.0,-3.3,-2.09,4.07,20.86,-6.32,-13.82,21.95,
Free Cash Flow Growth % YOY,77.95,-6.62,16.25,-4.72,-7.44,-1.79,18.18,-7.12,-14.29,26.57,
Cap Ex as a % of Sales,2.56,2.18,1.5,1.66,2.5,3.4,4.31,3.99,3.56,3.84,4.55
Free Cash Flow/Sales %,18.13,17.61,20.58,18.72,16.45,15.44,17.39,15.41,13.4,17.5,17.23
Free Cash Flow/Net Income,1.06,1.0,1.13,0.85,0.87,0.74,0.79,0.71,0.39,0.78,0.73
