Key Revenue %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,7.34,0.19,6.17,-9.57,3.25,1.65,15.09,4.01,7.15,7.21,4.78
3-Year Average,43.21,10.71,4.52,-1.29,-0.3,-1.73,6.5,6.76,8.65,6.11,
5-Year Average,35.71,29.57,25.59,5.43,1.29,0.19,3.0,2.58,6.13,6.93,
10-Year Average,,18.66,18.07,13.01,19.24,16.6,15.53,13.5,5.78,4.07,
