Key Cash Flow Ratios,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Operating Cash Flow Growth % YOY,,,,455.0,,,-477.0,,,,
Free Cash Flow Growth % YOY,,,,,,,-389.0,,,,
Cap Ex as a % of Sales,0.95,2.54,1.5,2.57,2.69,2.45,1.9,2.59,2.43,3.12,2.59
Free Cash Flow/Sales %,22.61,12.44,12.3,8.3,21.54,17.78,14.9,20.73,18.13,-0.39,8.64
Free Cash Flow/Net Income,1.3,0.85,1.0,0.62,1.18,1.06,0.74,1.08,0.96,-0.02,0.46
