Key Revenue %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,2.23,12.25,8.57,6.23,5.12,7.6,10.01,-0.22,3.48,6.3,
3-Year Average,-19.28,-17.49,7.61,8.99,6.63,6.31,7.56,5.7,4.34,3.15,
5-Year Average,-5.22,-7.91,-8.51,-8.32,6.83,7.93,7.49,5.69,5.14,5.37,
10-Year Average,4.18,4.03,3.42,1.76,0.89,1.14,-0.51,-1.67,-1.82,6.1,
