Key Margins % of Sales,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,100.6,96.48,94.73,93.99,91.97,92.0,92.61,147.36,87.73,92.21,92.76
Gross Margin,-0.6,3.52,5.27,6.01,8.03,8.0,7.39,-47.36,12.27,7.79,7.24
SG&A,7.79,6.57,12.11,5.32,5.71,5.37,7.96,32.72,28.21,32.69,20.33
R&D,,,,,,,,,,,
Other,4.56,0.25,4.65,1.4,0.32,2.1,3.63,7.25,-18.15,69.8,47.9
Operating Margin,-12.95,-3.31,-11.48,-0.71,2.0,0.53,-3.35,-84.44,6.37,-94.73,-56.66
Net Int Inc & Other,,-1.68,-1.98,-1.32,-1.37,0.91,,,,,
EBT Margin,-12.95,-4.98,-13.46,-2.03,0.62,1.44,-3.35,-84.44,6.37,-94.73,-56.66
