Key Revenue %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,-5.03,-10.77,-4.55,11.36,7.81,0.92,3.0,6.32,6.11,3.46,1.43
3-Year Average,2.51,-2.31,-6.82,-1.74,4.65,6.61,3.87,3.39,5.13,5.29,
5-Year Average,3.71,0.24,-1.71,-0.18,-0.58,0.63,3.56,5.82,4.8,3.94,
10-Year Average,0.98,-0.33,-1.18,-0.5,1.02,2.16,1.89,1.99,2.28,1.65,
