Key EPS %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,-0.26,3.75,29.27,22.54,17.53,3.88,-12.43,-34.56,52.92,3.6,-16.53
3-Year Average,,1.32,10.18,18.01,23.02,14.37,2.25,-15.88,-4.3,1.21,
5-Year Average,,,,10.5,14.01,14.94,11.11,-3.03,1.36,-1.16,
10-Year Average,,,,,,,,,5.83,6.15,
