Key EPS %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,-62.5,-17.95,-91.15,658.82,278.29,-1.23,48.76,0.14,-73.26,23.96,-558.82
3-Year Average,,,-69.91,-18.0,36.47,204.93,77.14,13.74,-26.42,-30.76,
5-Year Average,,,,,-4.8,15.55,30.15,111.41,8.28,-13.38,
10-Year Average,,,,,,,,,,-9.19,
