Key Net Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,9.58,13.15,-9.44,18.68,28.88,4.78,15.53,0.59,-4.08,-21.21,
3-Year Average,13.55,11.13,3.94,6.74,11.47,17.02,15.98,6.78,3.69,-8.73,
5-Year Average,14.71,15.93,8.45,8.08,11.42,10.43,10.89,13.24,8.52,-1.65,
10-Year Average,6.13,7.14,9.07,10.23,14.2,12.55,13.38,10.82,8.3,4.68,
