Key Net Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,,,,239.0,,,,,,,
3-Year Average,,,,,,207.08,,,-53.13,,
5-Year Average,,,,,,,,,-8.79,,
10-Year Average,,,15.14,30.52,,,,,,,
