Key Margins % of Sales,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,67.49,69.87,71.15,67.67,68.83,69.5,68.29,69.11,70.34,69.1,67.47
Gross Margin,32.51,30.13,28.85,32.33,31.17,30.5,31.71,30.89,29.66,30.9,32.53
SG&A,13.23,10.41,12.75,11.98,10.5,10.13,10.08,10.0,10.59,11.08,11.19
R&D,3.39,3.32,4.23,4.05,3.83,3.96,3.91,4.03,4.94,5.21,4.8
Other,,5.42,1.56,1.55,1.27,1.15,1.25,1.71,2.14,3.4,3.54
Operating Margin,15.89,10.98,10.3,14.75,15.56,15.26,16.47,15.14,11.99,11.21,13.0
Net Int Inc & Other,-4.78,,-4.51,-3.12,-2.37,-2.16,-1.96,-1.84,-2.36,-2.86,-3.01
EBT Margin,11.11,10.98,5.79,11.63,13.19,13.09,14.51,13.3,9.63,8.35,9.99
