Key Revenue %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,-9.28,6.03,10.17,26.19,55.37,24.29,7.1,1.58,5.27,-0.4,8.03
3-Year Average,8.43,6.74,1.95,13.81,29.27,34.57,27.41,10.58,4.62,2.12,
5-Year Average,5.74,7.11,8.29,11.08,15.75,23.27,23.52,21.53,17.2,7.23,
10-Year Average,21.94,18.21,11.94,11.97,15.03,14.17,15.02,14.72,14.1,11.41,
