Key Margins % of Sales,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,81.65,82.95,81.08,81.8,81.64,83.38,84.77,83.55,82.25,79.89,80.44
Gross Margin,18.35,17.05,18.92,18.2,18.36,16.62,15.23,16.45,17.75,20.11,19.56
SG&A,,,,,,,,,,,
R&D,,,,,,,,,,,
Other,13.53,12.6,13.82,14.17,13.67,14.86,13.76,13.77,14.01,15.19,15.27
Operating Margin,4.82,4.44,5.1,4.03,4.7,1.76,1.48,2.69,3.74,4.92,4.29
Net Int Inc & Other,-0.82,-2.12,-0.59,-0.72,0.65,3.17,1.98,2.08,0.24,-0.15,1.56
EBT Margin,4.0,2.32,4.51,3.31,5.34,4.93,3.45,4.76,3.98,4.77,5.85
