Key EPS %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,,,,,,,-43.56,-19.42,79.8,39.49,46.26
3-Year Average,,,,,,,,,-6.49,26.43,
5-Year Average,,,,,,,,,,,
10-Year Average,,,,,,,,15.29,,,
