Key Revenue %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,,,,3.25,26.3,70.29,17.12,-4.67,-0.31,-0.38,11.0
3-Year Average,,,,,,30.47,36.06,23.88,3.63,-1.81,
5-Year Average,,,,,,,,19.91,19.07,13.55,
10-Year Average,,,,,,,,,,,
