Key Revenue %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,20.37,-3.63,9.94,20.99,12.24,1.16,-0.5,4.47,10.11,20.08,
3-Year Average,15.69,10.25,8.44,8.63,14.3,11.17,4.15,1.69,4.6,11.37,
5-Year Average,0.33,2.48,10.41,12.26,11.61,7.8,8.49,7.39,5.38,6.81,
10-Year Average,5.07,2.7,1.96,2.14,4.06,4.0,5.44,8.89,8.76,9.18,
