Key Operating Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,250.62,33.89,8.1,19.51,21.11,10.81,9.38,7.95,1.79,6.38,6.08
3-Year Average,40.22,42.35,71.84,20.04,16.09,17.05,13.65,9.37,6.32,5.34,
5-Year Average,36.17,41.13,31.89,30.1,49.0,18.34,13.65,13.62,10.03,7.22,
10-Year Average,28.05,27.21,26.68,27.33,30.49,26.95,26.65,22.41,19.64,26.39,
