Key Margins % of Sales,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Revenue,,,,,,,100.0,100.0,100.0,100.0,100.0
COGS,,,,,,,66.85,136.96,82.84,80.89,80.89
Gross Margin,,,,,,,33.15,-36.96,17.16,19.11,19.11
SG&A,,,,,,,22.91,25.46,26.96,29.04,29.04
R&D,,,,,,,,,,,
Other,,,,,,,-0.19,-13.53,-14.6,5.3,5.3
Operating Margin,,,,,,,10.43,-48.89,4.8,-15.23,-15.23
Net Int Inc & Other,,,,,,,-4.0,-1.31,-0.34,-0.22,-0.22
EBT Margin,,,,,,,6.43,-50.2,4.46,-15.45,-15.45
