Key Net Income %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,10.79,-35.16,26.85,2.09,-15.03,26.71,20.48,8.85,21.59,7.5,
3-Year Average,11.24,-9.81,-3.05,-5.66,3.24,3.21,9.06,18.44,16.83,12.47,
5-Year Average,31.08,2.88,2.52,-1.02,-4.59,-2.0,10.93,7.59,11.42,16.78,
10-Year Average,18.22,14.78,23.71,11.51,13.2,13.34,6.83,5.02,5.01,5.55,
