Key Cash Flow Ratios,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Operating Cash Flow Growth % YOY,37.86,-14.23,7.94,-4.26,31.15,-22.18,16.54,-6.19,-10.15,11.34,
Free Cash Flow Growth % YOY,44.49,-17.16,26.93,-11.93,36.67,-29.47,26.65,-7.27,-6.07,7.67,
Cap Ex as a % of Sales,2.31,2.63,1.29,1.68,1.66,2.04,1.64,1.7,1.32,1.69,1.98
Free Cash Flow/Sales %,8.53,8.33,10.9,7.77,9.98,7.11,8.86,8.55,8.98,9.13,9.3
Free Cash Flow/Net Income,1.09,1.69,1.97,0.91,1.14,0.98,1.13,1.07,1.26,1.12,1.11
