Key Cash Flow Ratios,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Operating Cash Flow Growth % YOY,589.0,664.0,,,,,,,345.0,,
Free Cash Flow Growth % YOY,540.0,664.0,,,,,,,345.0,,
Cap Ex as a % of Sales,0.3,0.3,,,,,,,,,
Free Cash Flow/Sales %,29.95,29.7,33.75,33.71,48.9,58.95,44.06,28.82,32.46,26.54,29.12
Free Cash Flow/Net Income,2.82,3.92,4.12,3.0,5.6,5.22,3.34,2.22,2.68,2.25,2.33
