Key Cash Flow Ratios,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Operating Cash Flow Growth % YOY,-18.41,-35.44,129.36,-9.15,-9.55,12.01,-4.47,4.15,41.1,-13.14,
Free Cash Flow Growth % YOY,-24.55,-26.55,133.91,-11.61,-12.24,15.67,-12.11,8.67,53.02,-21.24,
Cap Ex as a % of Sales,6.09,2.78,4.04,4.11,4.89,4.67,6.21,4.48,3.72,4.0,4.0
Free Cash Flow/Sales %,19.82,18.66,31.85,25.98,25.26,29.97,24.21,21.95,33.71,17.79,17.79
Free Cash Flow/Net Income,0.65,1.52,1.24,0.9,1.05,1.17,1.1,1.08,1.34,1.25,1.25
